20241110T,1.73089449358e-07,1.96251253311e-07,2.03703294249e-07,1.72215160737e-07,0
20241111T,1.9116910184e-07,2.16777973503e-07,2.56472885605e-07,1.47701544295e-07,0
20241112T,2.16760022559e-07,2.4490945347e-07,3.67790471259e-07,1.26571140482e-07,0
20241113T,2.32144755436e-07,5.77211127606e-07,1.030051294605e-06,1.13895790329e-07,0
20241114T,5.72522664673e-07,3.4223192032e-07,1.237380067254e-06,3.2263316335e-07,0
20241115T,3.70962879593e-07,5.11004707614e-07,5.60130014037e-07,2.06544126432e-07,0
20241116T,4.81953776458e-07,3.03486870386e-07,5.16744959609e-07,2.69091039377e-07,0
20241117T,2.96244823516e-07,2.58006754093e-07,3.42532683813e-07,1.95179272985e-07,0
